Location,Name,Sensor,Type,Unit,Description
WI221-1,arsenic,As-w,water sample,mg/L,As concentration in a water sample
WI221-1,boron,B-w,water sample,mg/L,B concentration in a water sample
WI221-1,bromide,Br-w,water sample,mg/L,Br concentration in a water sample
WI221-1,calcium,Ca-w,water sample,mg/L,Ca concentration in a water sample
WI221-1,chloride,Cl-w,water sample,mg/L,Cl concentration in a water sample
WI221-1,flourine,F-w,water sample,mg/L,F concentration in a water sample
WI221-1,hydrogen sulphide,H2S-w,water sample,mg/L,H2S concentration in a water sample
WI221-1,iron,Fe-w,water sample,mg/L,Fe concentration in a water sample
WI221-1,lithium,Li-w,water sample,mg/L,Li concentration in a water sample
WI221-1,magnesium,Mg-w,water sample,mg/L,Mg concentration in a water sample
WI221-1,nitrate as nitrogen,NO3-N-w,water sample,mg/L,NO3-N concentration in a water sample
WI221-1,ph,ph,sample,,degree of acidity or alkalinity of a sample
WI221-1,phosphate as phosphorus,PO4-P-w,water sample,mg/L,PO4-P concentration in a water sample
WI221-1,potassium,K-w,water sample,mg/L,K concentration in a water sample
WI221-1,ratio 18O:16O,d18O-w,water,per mil,"d18O concentration  in water, relative to standard"
WI221-1,ratio 2H:1H,d2H-w,water,per mil,"d2H concentration in water, relative to standard"
WI221-1,silicon dioxide,SiO2-w,water sample,mg/L,SiO2 concentration in a water sample
WI221-1,sodium,Na-w,water sample,mg/L,Na concentration in a water sample
WI221-1,sulphate,SO4-w,water sample,mg/L,SO4 concentration in a water sample
WI221-1,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI221-2,aluminium,Al-w,water sample,mg/L,Al concentration in a water sample
WI221-2,ammonia,NH3-w,water sample,mg/L,NH3 concentration in a water sample
WI221-2,arsenic,As-w,water sample,mg/L,As concentration in a water sample
WI221-2,boron,B-w,water sample,mg/L,B concentration in a water sample
WI221-2,bromide,Br-w,water sample,mg/L,Br concentration in a water sample
WI221-2,calcium,Ca-w,water sample,mg/L,Ca concentration in a water sample
WI221-2,chloride,Cl-w,water sample,mg/L,Cl concentration in a water sample
WI221-2,flourine,F-w,water sample,mg/L,F concentration in a water sample
WI221-2,hydrogen sulphide,H2S-w,water sample,mg/L,H2S concentration in a water sample
WI221-2,iron,Fe-w,water sample,mg/L,Fe concentration in a water sample
WI221-2,lithium,Li-w,water sample,mg/L,Li concentration in a water sample
WI221-2,magnesium,Mg-w,water sample,mg/L,Mg concentration in a water sample
WI221-2,nitrate as nitrogen,NO3-N-w,water sample,mg/L,NO3-N concentration in a water sample
WI221-2,ph,ph,sample,,degree of acidity or alkalinity of a sample
WI221-2,phosphate as phosphorus,PO4-P-w,water sample,mg/L,PO4-P concentration in a water sample
WI221-2,potassium,K-w,water sample,mg/L,K concentration in a water sample
WI221-2,ratio 18O:16O,d18O-w,water,per mil,"d18O concentration  in water, relative to standard"
WI221-2,ratio 2H:1H,d2H-w,water,per mil,"d2H concentration in water, relative to standard"
WI221-2,silicon dioxide,SiO2-w,water sample,mg/L,SiO2 concentration in a water sample
WI221-2,sodium,Na-w,water sample,mg/L,Na concentration in a water sample
WI221-2,sulphate,SO4-w,water sample,mg/L,SO4 concentration in a water sample
WI221-2,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI221-3,aluminium,Al-w,water sample,mg/L,Al concentration in a water sample
WI221-3,ammonia,NH3-w,water sample,mg/L,NH3 concentration in a water sample
WI221-3,arsenic,As-w,water sample,mg/L,As concentration in a water sample
WI221-3,boron,B-w,water sample,mg/L,B concentration in a water sample
WI221-3,bromide,Br-w,water sample,mg/L,Br concentration in a water sample
WI221-3,calcium,Ca-w,water sample,mg/L,Ca concentration in a water sample
WI221-3,chloride,Cl-w,water sample,mg/L,Cl concentration in a water sample
WI221-3,flourine,F-w,water sample,mg/L,F concentration in a water sample
WI221-3,hydrogen sulphide,H2S-w,water sample,mg/L,H2S concentration in a water sample
WI221-3,iron,Fe-w,water sample,mg/L,Fe concentration in a water sample
WI221-3,lithium,Li-w,water sample,mg/L,Li concentration in a water sample
WI221-3,magnesium,Mg-w,water sample,mg/L,Mg concentration in a water sample
WI221-3,nitrate as nitrogen,NO3-N-w,water sample,mg/L,NO3-N concentration in a water sample
WI221-3,ph,ph,sample,,degree of acidity or alkalinity of a sample
WI221-3,phosphate as phosphorus,PO4-P-w,water sample,mg/L,PO4-P concentration in a water sample
WI221-3,potassium,K-w,water sample,mg/L,K concentration in a water sample
WI221-3,ratio 18O:16O,d18O-w,water,per mil,"d18O concentration  in water, relative to standard"
WI221-3,ratio 2H:1H,d2H-w,water,per mil,"d2H concentration in water, relative to standard"
WI221-3,silicon dioxide,SiO2-w,water sample,mg/L,SiO2 concentration in a water sample
WI221-3,sodium,Na-w,water sample,mg/L,Na concentration in a water sample
WI221-3,sulphate,SO4-w,water sample,mg/L,SO4 concentration in a water sample
WI221-3,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI222,aluminium,Al-w,water sample,mg/L,Al concentration in a water sample
WI222,ammonia,NH3-w,water sample,mg/L,NH3 concentration in a water sample
WI222,arsenic,As-w,water sample,mg/L,As concentration in a water sample
WI222,boron,B-w,water sample,mg/L,B concentration in a water sample
WI222,bromide,Br-w,water sample,mg/L,Br concentration in a water sample
WI222,calcium,Ca-w,water sample,mg/L,Ca concentration in a water sample
WI222,chloride,Cl-w,water sample,mg/L,Cl concentration in a water sample
WI222,flourine,F-w,water sample,mg/L,F concentration in a water sample
WI222,hydrogen sulphide,H2S-w,water sample,mg/L,H2S concentration in a water sample
WI222,iron,Fe-w,water sample,mg/L,Fe concentration in a water sample
WI222,lithium,Li-w,water sample,mg/L,Li concentration in a water sample
WI222,magnesium,Mg-w,water sample,mg/L,Mg concentration in a water sample
WI222,nitrate as nitrogen,NO3-N-w,water sample,mg/L,NO3-N concentration in a water sample
WI222,ph,ph,sample,,degree of acidity or alkalinity of a sample
WI222,phosphate as phosphorus,PO4-P-w,water sample,mg/L,PO4-P concentration in a water sample
WI222,potassium,K-w,water sample,mg/L,K concentration in a water sample
WI222,ratio 18O:16O,d18O-w,water,per mil,"d18O concentration  in water, relative to standard"
WI222,ratio 2H:1H,d2H-w,water,per mil,"d2H concentration in water, relative to standard"
WI222,silicon dioxide,SiO2-w,water sample,mg/L,SiO2 concentration in a water sample
WI222,sodium,Na-w,water sample,mg/L,Na concentration in a water sample
WI222,sulphate,SO4-w,water sample,mg/L,SO4 concentration in a water sample
WI222,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI223,aluminium,Al-w,water sample,mg/L,Al concentration in a water sample
WI223,ammonia,NH3-w,water sample,mg/L,NH3 concentration in a water sample
WI223,arsenic,As-w,water sample,mg/L,As concentration in a water sample
WI223,boron,B-w,water sample,mg/L,B concentration in a water sample
WI223,bromide,Br-w,water sample,mg/L,Br concentration in a water sample
WI223,calcium,Ca-w,water sample,mg/L,Ca concentration in a water sample
WI223,chloride,Cl-w,water sample,mg/L,Cl concentration in a water sample
WI223,flourine,F-w,water sample,mg/L,F concentration in a water sample
WI223,hydrogen sulphide,H2S-w,water sample,mg/L,H2S concentration in a water sample
WI223,iron,Fe-w,water sample,mg/L,Fe concentration in a water sample
WI223,lithium,Li-w,water sample,mg/L,Li concentration in a water sample
WI223,magnesium,Mg-w,water sample,mg/L,Mg concentration in a water sample
WI223,nitrate as nitrogen,NO3-N-w,water sample,mg/L,NO3-N concentration in a water sample
WI223,ph,ph,sample,,degree of acidity or alkalinity of a sample
WI223,phosphate as phosphorus,PO4-P-w,water sample,mg/L,PO4-P concentration in a water sample
WI223,potassium,K-w,water sample,mg/L,K concentration in a water sample
WI223,ratio 18O:16O,d18O-w,water,per mil,"d18O concentration  in water, relative to standard"
WI223,ratio 2H:1H,d2H-w,water,per mil,"d2H concentration in water, relative to standard"
WI223,silicon dioxide,SiO2-w,water sample,mg/L,SiO2 concentration in a water sample
WI223,sodium,Na-w,water sample,mg/L,Na concentration in a water sample
WI223,sulphate,SO4-w,water sample,mg/L,SO4 concentration in a water sample
WI223,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI224,aluminium,Al-w,water sample,mg/L,Al concentration in a water sample
WI224,ammonia,NH3-w,water sample,mg/L,NH3 concentration in a water sample
WI224,arsenic,As-w,water sample,mg/L,As concentration in a water sample
WI224,boron,B-w,water sample,mg/L,B concentration in a water sample
WI224,bromide,Br-w,water sample,mg/L,Br concentration in a water sample
WI224,calcium,Ca-w,water sample,mg/L,Ca concentration in a water sample
WI224,chloride,Cl-w,water sample,mg/L,Cl concentration in a water sample
WI224,flourine,F-w,water sample,mg/L,F concentration in a water sample
WI224,hydrogen sulphide,H2S-w,water sample,mg/L,H2S concentration in a water sample
WI224,iron,Fe-w,water sample,mg/L,Fe concentration in a water sample
WI224,lithium,Li-w,water sample,mg/L,Li concentration in a water sample
WI224,magnesium,Mg-w,water sample,mg/L,Mg concentration in a water sample
WI224,nitrate as nitrogen,NO3-N-w,water sample,mg/L,NO3-N concentration in a water sample
WI224,ph,ph,sample,,degree of acidity or alkalinity of a sample
WI224,phosphate as phosphorus,PO4-P-w,water sample,mg/L,PO4-P concentration in a water sample
WI224,potassium,K-w,water sample,mg/L,K concentration in a water sample
WI224,ratio 18O:16O,d18O-w,water,per mil,"d18O concentration  in water, relative to standard"
WI224,ratio 2H:1H,d2H-w,water,per mil,"d2H concentration in water, relative to standard"
WI224,silicon dioxide,SiO2-w,water sample,mg/L,SiO2 concentration in a water sample
WI224,sodium,Na-w,water sample,mg/L,Na concentration in a water sample
WI224,sulphate,SO4-w,water sample,mg/L,SO4 concentration in a water sample
WI224,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI225-1,aluminium,Al-w,water sample,mg/L,Al concentration in a water sample
WI225-1,ammonia,NH3-w,water sample,mg/L,NH3 concentration in a water sample
WI225-1,arsenic,As-w,water sample,mg/L,As concentration in a water sample
WI225-1,boron,B-w,water sample,mg/L,B concentration in a water sample
WI225-1,bromide,Br-w,water sample,mg/L,Br concentration in a water sample
WI225-1,calcium,Ca-w,water sample,mg/L,Ca concentration in a water sample
WI225-1,chloride,Cl-w,water sample,mg/L,Cl concentration in a water sample
WI225-1,flourine,F-w,water sample,mg/L,F concentration in a water sample
WI225-1,hydrogen sulphide,H2S-w,water sample,mg/L,H2S concentration in a water sample
WI225-1,iron,Fe-w,water sample,mg/L,Fe concentration in a water sample
WI225-1,lithium,Li-w,water sample,mg/L,Li concentration in a water sample
WI225-1,magnesium,Mg-w,water sample,mg/L,Mg concentration in a water sample
WI225-1,nitrate as nitrogen,NO3-N-w,water sample,mg/L,NO3-N concentration in a water sample
WI225-1,ph,ph,sample,,degree of acidity or alkalinity of a sample
WI225-1,phosphate as phosphorus,PO4-P-w,water sample,mg/L,PO4-P concentration in a water sample
WI225-1,potassium,K-w,water sample,mg/L,K concentration in a water sample
WI225-1,ratio 18O:16O,d18O-w,water,per mil,"d18O concentration  in water, relative to standard"
WI225-1,ratio 2H:1H,d2H-w,water,per mil,"d2H concentration in water, relative to standard"
WI225-1,silicon dioxide,SiO2-w,water sample,mg/L,SiO2 concentration in a water sample
WI225-1,sodium,Na-w,water sample,mg/L,Na concentration in a water sample
WI225-1,sulphate,SO4-w,water sample,mg/L,SO4 concentration in a water sample
WI225-1,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI225-2,aluminium,Al-w,water sample,mg/L,Al concentration in a water sample
WI225-2,ammonia,NH3-w,water sample,mg/L,NH3 concentration in a water sample
WI225-2,arsenic,As-w,water sample,mg/L,As concentration in a water sample
WI225-2,boron,B-w,water sample,mg/L,B concentration in a water sample
WI225-2,bromide,Br-w,water sample,mg/L,Br concentration in a water sample
WI225-2,calcium,Ca-w,water sample,mg/L,Ca concentration in a water sample
WI225-2,chloride,Cl-w,water sample,mg/L,Cl concentration in a water sample
WI225-2,flourine,F-w,water sample,mg/L,F concentration in a water sample
WI225-2,hydrogen sulphide,H2S-w,water sample,mg/L,H2S concentration in a water sample
WI225-2,iron,Fe-w,water sample,mg/L,Fe concentration in a water sample
WI225-2,lithium,Li-w,water sample,mg/L,Li concentration in a water sample
WI225-2,magnesium,Mg-w,water sample,mg/L,Mg concentration in a water sample
WI225-2,ph,ph,sample,,degree of acidity or alkalinity of a sample
WI225-2,potassium,K-w,water sample,mg/L,K concentration in a water sample
WI225-2,ratio 18O:16O,d18O-w,water,per mil,"d18O concentration  in water, relative to standard"
WI225-2,ratio 2H:1H,d2H-w,water,per mil,"d2H concentration in water, relative to standard"
WI225-2,silicon dioxide,SiO2-w,water sample,mg/L,SiO2 concentration in a water sample
WI225-2,sodium,Na-w,water sample,mg/L,Na concentration in a water sample
WI225-2,sulphate,SO4-w,water sample,mg/L,SO4 concentration in a water sample
WI225-2,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI226,aluminium,Al-w,water sample,mg/L,Al concentration in a water sample
WI226,ammonia,NH3-w,water sample,mg/L,NH3 concentration in a water sample
WI226,arsenic,As-w,water sample,mg/L,As concentration in a water sample
WI226,boron,B-w,water sample,mg/L,B concentration in a water sample
WI226,bromide,Br-w,water sample,mg/L,Br concentration in a water sample
WI226,calcium,Ca-w,water sample,mg/L,Ca concentration in a water sample
WI226,chloride,Cl-w,water sample,mg/L,Cl concentration in a water sample
WI226,flourine,F-w,water sample,mg/L,F concentration in a water sample
WI226,hydrogen sulphide,H2S-w,water sample,mg/L,H2S concentration in a water sample
WI226,iron,Fe-w,water sample,mg/L,Fe concentration in a water sample
WI226,lithium,Li-w,water sample,mg/L,Li concentration in a water sample
WI226,magnesium,Mg-w,water sample,mg/L,Mg concentration in a water sample
WI226,nitrate as nitrogen,NO3-N-w,water sample,mg/L,NO3-N concentration in a water sample
WI226,ph,ph,sample,,degree of acidity or alkalinity of a sample
WI226,phosphate as phosphorus,PO4-P-w,water sample,mg/L,PO4-P concentration in a water sample
WI226,potassium,K-w,water sample,mg/L,K concentration in a water sample
WI226,ratio 18O:16O,d18O-w,water,per mil,"d18O concentration  in water, relative to standard"
WI226,ratio 2H:1H,d2H-w,water,per mil,"d2H concentration in water, relative to standard"
WI226,silicon dioxide,SiO2-w,water sample,mg/L,SiO2 concentration in a water sample
WI226,sodium,Na-w,water sample,mg/L,Na concentration in a water sample
WI226,sulphate,SO4-w,water sample,mg/L,SO4 concentration in a water sample
WI226,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI226-1,ammonia,NH3-w,water sample,mg/L,NH3 concentration in a water sample
WI226-1,bromide,Br-w,water sample,mg/L,Br concentration in a water sample
WI226-1,chloride,Cl-w,water sample,mg/L,Cl concentration in a water sample
WI226-1,flourine,F-w,water sample,mg/L,F concentration in a water sample
WI226-1,ph,ph,sample,,degree of acidity or alkalinity of a sample
WI226-1,sulphate,SO4-w,water sample,mg/L,SO4 concentration in a water sample
WI226-1,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI226-2,aluminium,Al-w,water sample,mg/L,Al concentration in a water sample
WI226-2,ammonia,NH3-w,water sample,mg/L,NH3 concentration in a water sample
WI226-2,arsenic,As-w,water sample,mg/L,As concentration in a water sample
WI226-2,boron,B-w,water sample,mg/L,B concentration in a water sample
WI226-2,bromide,Br-w,water sample,mg/L,Br concentration in a water sample
WI226-2,calcium,Ca-w,water sample,mg/L,Ca concentration in a water sample
WI226-2,chloride,Cl-w,water sample,mg/L,Cl concentration in a water sample
WI226-2,flourine,F-w,water sample,mg/L,F concentration in a water sample
WI226-2,hydrogen sulphide,H2S-w,water sample,mg/L,H2S concentration in a water sample
WI226-2,iron,Fe-w,water sample,mg/L,Fe concentration in a water sample
WI226-2,lithium,Li-w,water sample,mg/L,Li concentration in a water sample
WI226-2,magnesium,Mg-w,water sample,mg/L,Mg concentration in a water sample
WI226-2,nitrate as nitrogen,NO3-N-w,water sample,mg/L,NO3-N concentration in a water sample
WI226-2,ph,ph,sample,,degree of acidity or alkalinity of a sample
WI226-2,phosphate as phosphorus,PO4-P-w,water sample,mg/L,PO4-P concentration in a water sample
WI226-2,potassium,K-w,water sample,mg/L,K concentration in a water sample
WI226-2,ratio 18O:16O,d18O-w,water,per mil,"d18O concentration  in water, relative to standard"
WI226-2,ratio 2H:1H,d2H-w,water,per mil,"d2H concentration in water, relative to standard"
WI226-2,silicon dioxide,SiO2-w,water sample,mg/L,SiO2 concentration in a water sample
WI226-2,sodium,Na-w,water sample,mg/L,Na concentration in a water sample
WI226-2,sulphate,SO4-w,water sample,mg/L,SO4 concentration in a water sample
WI226-2,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI227,aluminium,Al-w,water sample,mg/L,Al concentration in a water sample
WI227,ammonia,NH3-w,water sample,mg/L,NH3 concentration in a water sample
WI227,arsenic,As-w,water sample,mg/L,As concentration in a water sample
WI227,boron,B-w,water sample,mg/L,B concentration in a water sample
WI227,bromide,Br-w,water sample,mg/L,Br concentration in a water sample
WI227,calcium,Ca-w,water sample,mg/L,Ca concentration in a water sample
WI227,chloride,Cl-w,water sample,mg/L,Cl concentration in a water sample
WI227,flourine,F-w,water sample,mg/L,F concentration in a water sample
WI227,hydrogen sulphide,H2S-w,water sample,mg/L,H2S concentration in a water sample
WI227,iron,Fe-w,water sample,mg/L,Fe concentration in a water sample
WI227,lithium,Li-w,water sample,mg/L,Li concentration in a water sample
WI227,magnesium,Mg-w,water sample,mg/L,Mg concentration in a water sample
WI227,nitrate as nitrogen,NO3-N-w,water sample,mg/L,NO3-N concentration in a water sample
WI227,ph,ph,sample,,degree of acidity or alkalinity of a sample
WI227,phosphate as phosphorus,PO4-P-w,water sample,mg/L,PO4-P concentration in a water sample
WI227,potassium,K-w,water sample,mg/L,K concentration in a water sample
WI227,ratio 18O:16O,d18O-w,water,per mil,"d18O concentration  in water, relative to standard"
WI227,ratio 2H:1H,d2H-w,water,per mil,"d2H concentration in water, relative to standard"
WI227,silicon dioxide,SiO2-w,water sample,mg/L,SiO2 concentration in a water sample
WI227,sodium,Na-w,water sample,mg/L,Na concentration in a water sample
WI227,sulphate,SO4-w,water sample,mg/L,SO4 concentration in a water sample
WI227,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI228,aluminium,Al-w,water sample,mg/L,Al concentration in a water sample
WI228,ammonia,NH3-w,water sample,mg/L,NH3 concentration in a water sample
WI228,arsenic,As-w,water sample,mg/L,As concentration in a water sample
WI228,boron,B-w,water sample,mg/L,B concentration in a water sample
WI228,bromide,Br-w,water sample,mg/L,Br concentration in a water sample
WI228,calcium,Ca-w,water sample,mg/L,Ca concentration in a water sample
WI228,chloride,Cl-w,water sample,mg/L,Cl concentration in a water sample
WI228,flourine,F-w,water sample,mg/L,F concentration in a water sample
WI228,hydrogen sulphide,H2S-w,water sample,mg/L,H2S concentration in a water sample
WI228,iron,Fe-w,water sample,mg/L,Fe concentration in a water sample
WI228,lithium,Li-w,water sample,mg/L,Li concentration in a water sample
WI228,magnesium,Mg-w,water sample,mg/L,Mg concentration in a water sample
WI228,ph,ph,sample,,degree of acidity or alkalinity of a sample
WI228,potassium,K-w,water sample,mg/L,K concentration in a water sample
WI228,ratio 18O:16O,d18O-w,water,per mil,"d18O concentration  in water, relative to standard"
WI228,ratio 2H:1H,d2H-w,water,per mil,"d2H concentration in water, relative to standard"
WI228,silicon dioxide,SiO2-w,water sample,mg/L,SiO2 concentration in a water sample
WI228,sodium,Na-w,water sample,mg/L,Na concentration in a water sample
WI228,sulphate,SO4-w,water sample,mg/L,SO4 concentration in a water sample
WI228,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI301,sulphur dioxide flux,mini-doas-ah,SO2-flux-a,kg/s,"flux of sulphur dioxide measured in the air miniature differential optical absorption spectrometer, plume visible on only one scanner, plume height assumed"
WI301,sulphur dioxide flux,mini-doas-ch,SO2-flux-a,kg/s,"flux of sulphur dioxide measured in the air miniature differential optical absorption spectrometer, plume visible on more than one scanner, plume height calculated"
WI302,sulphur dioxide flux,mini-doas-ah,SO2-flux-a,kg/s,"flux of sulphur dioxide measured in the air miniature differential optical absorption spectrometer, plume visible on only one scanner, plume height assumed"
WI302,sulphur dioxide flux,mini-doas-ch,SO2-flux-a,kg/s,"flux of sulphur dioxide measured in the air miniature differential optical absorption spectrometer, plume visible on more than one scanner, plume height calculated"
